11:09:22,12,-103,-107
11:09:22,-3,-107,-94
11:09:22,-7,-97,-101
11:09:22,14,-97,-111
11:09:22,16,-109,-94
11:09:22,0,-98,-102
11:09:22,-6,-93,-115
11:09:22,8,-102,-106
11:09:22,7,-109,-104
11:09:23,2,-96,-102
11:09:23,-4,-104,-115
11:09:23,-1,-99,-101
11:09:23,2,-105,-105
11:09:23,14,-100,-104
11:09:23,8,-99,-107
11:09:23,8,-108,-121
11:09:23,-1,-100,-100
11:09:23,5,-96,-105
11:09:23,6,-92,-101
11:09:23,-2,-95,-116
11:09:23,5,-101,-106
11:09:23,7,-103,-109
11:09:23,9,-112,-102
11:09:23,3,-91,-105
11:09:23,8,-99,-97
11:09:23,12,-103,-100
11:09:23,4,-92,-107
11:09:23,7,-99,-102
11:09:23,7,-94,-103
11:09:24,8,-87,-119
11:09:24,4,-95,-115
11:09:24,-4,-99,-108
11:09:24,1,-95,-103
11:09:24,2,-107,-110
11:09:24,-1,-101,-107
11:09:24,3,-107,-110
11:09:24,-3,-98,-97
11:09:24,4,-96,-94
11:09:24,12,-109,-99
11:09:24,9,-100,-97
11:09:24,0,-102,-93
11:09:24,4,-98,-99
11:09:24,16,-102,-100
11:09:24,5,-101,-103
11:09:24,-6,-96,-101
11:09:24,-4,-87,-97
11:09:24,13,-104,-94
11:09:24,11,-113,-105
11:09:24,4,-87,-109
11:09:25,-6,-98,-113
11:09:25,-2,-106,-105
11:09:25,8,-106,-108
11:09:25,7,-96,-114
11:09:25,-2,-105,-104
11:09:25,4,-97,-101
11:09:25,6,-102,-104
11:09:25,9,-89,-106
11:09:25,2,-101,-110
11:09:25,-5,-90,-99
11:09:25,11,-105,-108
11:09:25,9,-97,-110
11:09:25,-8,-95,-108
11:09:25,-7,-99,-104
11:09:25,4,-97,-107
11:09:25,5,-106,-103
11:09:25,-3,-101,-101
11:09:25,-1,-95,-100
11:09:25,11,-101,-95
11:09:25,9,-89,-105
11:09:26,8,-112,-107
11:09:26,6,-100,-110
11:09:26,9,-115,-96
11:09:26,4,-91,-103
11:09:26,8,-100,-99
11:09:26,-1,-110,-110
11:09:26,1,-105,-97
11:09:26,-5,-104,-122
11:09:26,10,-104,-107
11:09:26,6,-106,-100
11:09:26,-5,-93,-125
11:09:26,2,-95,-107
11:09:26,5,-99,-110
11:09:26,1,-107,-100
11:09:26,-2,-103,-107
11:09:26,4,-105,-97
11:09:26,7,-91,-109
11:09:26,5,-107,-124
11:09:26,0,-98,-105
11:09:27,-1,-107,-85
11:09:27,9,-88,-98
11:09:27,6,-98,-102
11:09:27,14,-98,-108
11:09:27,4,-101,-89
11:09:27,-4,-92,-106
11:09:27,13,-95,-115
11:09:27,8,-101,-98
11:09:27,-4,-97,-95
11:09:27,1,-100,-109
11:09:27,6,-111,-104
11:09:27,10,-91,-114
11:09:27,-9,-88,-106
11:09:27,-5,-112,-118
11:09:27,2,-98,-97
11:09:27,4,-87,-107
11:09:27,-2,-92,-105
11:09:27,-5,-84,-106
11:09:27,8,-100,-105
11:09:27,9,-100,-112
11:09:28,-5,-99,-114
11:09:28,13,-106,-102
11:09:28,2,-97,-104
11:09:28,13,-111,-100
11:09:28,-1,-100,-108
11:09:28,-5,-99,-101
11:09:28,6,-102,-89
11:09:28,-1,-91,-102
11:09:28,15,-96,-105
11:09:28,0,-104,-112
11:09:28,-3,-100,-106
11:09:28,10,-105,-103
11:09:28,7,-94,-102
11:09:28,0,-114,-107
11:09:28,0,-93,-106
11:09:28,2,-89,-106
11:09:28,5,-99,-100
11:09:28,10,-111,-115
11:09:28,-1,-106,-108
11:09:28,4,-100,-97
11:09:29,6,-99,-98
11:09:29,2,-107,-110
11:09:29,14,-107,-103
11:09:29,6,-108,-107
11:09:29,9,-110,-106
11:09:29,2,-99,-99
11:09:29,5,-100,-99
11:09:29,-1,-114,-96
11:09:29,-2,-97,-104
11:09:29,21,-103,-101
11:09:29,2,-98,-103
11:09:29,0,-103,-94
11:09:29,-1,-108,-110
11:09:29,9,-91,-103
11:09:29,17,-114,-103
11:09:29,-6,-88,-119
11:09:29,7,-97,-100
11:09:29,12,-94,-111
11:09:29,0,-93,-107
11:09:29,2,-100,-105
11:09:30,2,-98,-113
11:09:30,-1,-96,-104
11:09:30,13,-103,-106
11:09:30,3,-95,-102
11:09:30,8,-105,-101
11:09:30,0,-104,-109
11:09:30,3,-104,-105
11:09:30,8,-103,-109
11:09:30,1,-103,-95
11:09:30,-10,-93,-106
11:09:30,12,-97,-103
11:09:30,15,-95,-102
11:09:30,-1,-111,-108
11:09:30,5,-114,-93
11:09:30,0,-95,-113
11:09:30,17,-106,-103
11:09:30,2,-98,-98
11:09:30,-7,-95,-110
11:09:30,10,-109,-90
11:09:31,6,-94,-93
11:09:31,2,-91,-114
11:09:31,-3,-95,-116
11:09:31,2,-100,-118
11:09:31,-5,-102,-100
11:09:31,6,-94,-119
11:09:31,3,-94,-106
11:09:31,2,-108,-103
11:09:31,11,-94,-114
11:09:31,10,-93,-98
11:09:31,6,-99,-111
11:09:31,5,-101,-105
11:09:31,5,-92,-102
11:09:31,11,-83,-123
11:09:31,-2,-100,-105
11:09:31,-1,-102,-92
11:09:31,4,-95,-101
11:09:31,13,-90,-115
11:09:31,8,-95,-103
11:09:31,2,-102,-105
11:09:32,1,-102,-110
11:09:32,5,-95,-107
11:09:32,5,-89,-115
11:09:32,2,-99,-120
11:09:32,-4,-91,-107
11:09:32,1,-96,-97
11:09:32,7,-108,-107
11:09:32,7,-90,-112
11:09:32,4,-108,-105
11:09:32,-3,-106,-103
11:09:32,12,-96,-97
11:09:32,3,-101,-115
11:09:32,2,-93,-99
11:09:32,4,-108,-104
11:09:32,8,-104,-100
11:09:32,13,-106,-113
11:09:32,6,-118,-117
11:09:32,-4,-90,-100
11:09:32,6,-100,-102
11:09:32,11,-105,-101
11:09:33,9,-87,-104
11:09:33,-5,-104,-99
11:09:33,0,-93,-102
11:09:33,10,-120,-109
11:09:33,12,-101,-114
11:09:33,-1,-97,-103
11:09:33,-8,-100,-101
11:09:33,6,-97,-103
11:09:33,1,-102,-88
11:09:33,6,-102,-112
11:09:33,0,-102,-118
11:09:33,-1,-99,-97
11:09:33,9,-102,-104
11:09:33,1,-99,-95
11:09:33,-1,-101,-102
11:09:33,7,-109,-95
11:09:33,16,-95,-104
11:09:33,-2,-100,-99
11:09:33,-2,-94,-107
11:09:34,-4,-100,-114
11:09:34,18,-119,-107
11:09:34,17,-105,-108
11:09:34,-2,-98,-93
11:09:34,0,-97,-101
11:09:34,4,-92,-103
11:09:34,9,-103,-102
11:09:34,7,-103,-109
11:09:34,8,-92,-98
11:09:34,-2,-85,-110
