14:29:14,-142
14:29:14,118,1,-137
14:29:14,113,11,-139
14:29:14,116,19,-129
14:29:14,112,16,-140
14:29:14,113,1,-129
14:29:14,121,-13,-123
14:29:14,132,-19,-112
14:29:14,138,-16,-118
14:29:14,128,-11,-133
14:29:14,125,-10,-130
14:29:16,136,-13,-120
14:29:16,131,-4,-132
14:29:16,120,0,-139
14:29:16,112,10,-144
14:29:16,112,15,-123
14:29:16,115,17,-128
14:29:16,113,10,-137
14:29:16,116,-10,-129
14:29:16,129,-20,-113
14:29:17,139,-21,-114
14:29:17,138,-14,-123
14:29:17,129,-8,-135
14:29:17,121,-1,-139
14:29:17,117,9,-126
14:29:17,117,20,-138
14:29:17,113,20,-137
14:29:17,110,7,-135
14:29:17,119,-6,-132
14:29:17,127,-12,-123
14:29:17,138,-17,-124
14:29:17,131,-16,-130
14:29:17,128,-16,-137
14:29:17,123,-5,-133
14:29:17,125,8,-129
14:29:17,116,19,-137
14:29:17,110,14,-152
14:29:17,111,3,-142
14:29:17,117,1,-120
14:29:17,128,-3,-124
14:29:18,127,-9,-126
14:29:18,129,-20,-134
14:29:18,135,-23,-126
14:29:18,133,-10,-118
14:29:18,127,6,-130
14:29:18,118,12,-145
14:29:18,110,10,-139
14:29:18,110,9,-123
14:29:18,117,9,-128
14:29:18,119,3,-123
14:29:18,121,-9,-126
14:29:18,129,-23,-127
14:29:18,133,-23,-112
14:29:18,138,-12,-122
14:29:18,129,-2,-133
14:29:18,118,0,-136
14:29:18,114,10,-139
14:29:18,112,15,-130
14:29:18,114,16,-121
14:29:19,112,9,-142
14:29:19,119,-11,-129
14:29:19,127,-19,-118
14:29:19,139,-18,-113
14:29:19,136,-14,-126
14:29:19,127,-11,-132
14:29:19,124,-3,-135
14:29:19,119,8,-127
14:29:19,117,21,-130
14:29:19,110,18,-143
14:29:19,109,4,-131
14:29:19,116,-1,-123
14:29:19,127,-9,-113
14:29:19,133,-12,-122
14:29:19,129,-16,-134
14:29:19,132,-18,-132
14:29:19,127,-7,-125
14:29:19,127,7,-126
14:29:19,118,15,-141
14:29:19,108,11,-137
14:29:20,110,8,-125
14:29:20,114,6,-119
14:29:20,123,3,-121
14:29:20,122,-6,-139
14:29:20,128,-22,-118
14:29:20,132,-22,-116
14:29:20,138,-12,-120
14:29:20,130,0,-130
14:29:20,122,3,-145
14:29:20,112,8,-139
14:29:20,112,13,-125
14:29:20,118,15,-127
14:29:20,114,9,-139
14:29:20,118,-10,-128
14:29:21,128,-19,-121
14:29:21,138,-21,-112
14:29:21,136,-16,-128
14:29:21,127,-11,-133
14:29:21,120,-5,-136
14:29:21,116,7,-120
14:29:21,115,20,-120
14:29:21,109,20,-138
14:29:21,109,4,-127
14:29:21,117,-7,-118
14:29:21,128,-12,-108
14:29:21,134,-15,-123
14:29:21,131,-16,-124
14:29:21,131,-18,-133
14:29:21,129,-8,-119
14:29:21,126,8,-134
14:29:21,118,18,-138
14:29:21,110,12,-145
14:29:21,110,7,-136
14:29:21,117,3,-129
14:29:21,125,-2,-118
14:29:21,122,-8,-129
14:29:21,131,-22,-124
14:29:21,133,-23,-120
14:29:21,137,-10,-121
14:29:22,126,0,-133
14:29:22,117,5,-143
14:29:22,109,10,-139
14:29:22,110,13,-119
14:29:22,115,15,-114
14:29:22,112,10,-130
14:29:22,120,-11,-122
14:29:22,127,-18,-117
14:29:22,138,-17,-113
14:29:22,135,-12,-126
14:29:22,130,-9,-138
14:29:22,123,-3,-137
14:29:22,118,8,-131
14:29:22,118,21,-134
14:29:22,111,21,-145
14:29:22,112,3,-144
14:29:22,116,-4,-128
14:29:22,128,-10,-120
14:29:23,138,-17,-126
14:29:23,131,-16,-132
14:29:23,128,-20,-132
14:29:23,126,-10,-128
14:29:23,126,5,-123
14:29:23,118,16,-136
14:29:23,111,14,-143
14:29:23,106,7,-145
14:29:23,115,4,-116
14:29:23,125,-2,-122
14:29:23,125,-7,-127
14:29:23,128,-22,-132
14:29:23,134,-23,-116
14:29:23,134,-15,-126
14:29:23,131,-1,-123
14:29:23,122,4,-145
14:29:23,113,9,-139
14:29:23,110,13,-130
14:29:23,115,15,-121
14:29:23,115,10,-126
14:29:23,116,-5,-131
14:29:23,126,-19,-117
14:29:24,134,-22,-119
14:29:24,137,-12,-115
14:29:24,131,-9,-140
14:29:24,124,-7,-133
14:29:24,116,1,-136
14:29:24,119,17,-125
14:29:24,112,20,-130
14:29:24,109,12,-126
14:29:24,113,0,-123
14:29:24,121,-9,-115
14:29:24,134,-13,-112
14:29:24,129,-13,-132
14:29:24,129,-17,-132
14:29:24,129,-15,-133
14:29:24,127,-2,-120
14:29:24,123,14,-140
14:29:24,113,17,-141
14:29:24,106,11,-131
14:29:24,111,9,-129
14:29:24,119,2,-126
14:29:25,124,-4,-124
14:29:25,124,-12,-127
14:29:25,130,-24,-126
14:29:25,134,-19,-116
14:29:25,131,-6,-121
14:29:25,124,1,-132
14:29:25,114,5,-143
14:29:25,109,11,-139
14:29:25,110,14,-110
14:29:25,115,13,-114
14:29:25,115,6,-121
14:29:25,121,-13,-125
14:29:25,130,-22,-112
14:29:25,138,-18,-115
14:29:25,135,-13,-124
14:29:25,129,-10,-139
14:29:25,121,-2,-135
14:29:25,117,8,-128
14:29:25,117,21,-135
14:29:26,110,21,-143
14:29:26,109,4,-142
14:29:26,117,-5,-131
14:29:26,128,-10,-114
14:29:26,136,-17,-118
14:29:26,130,-15,-131
14:29:26,130,-19,-126
14:29:26,127,-11,-128
14:29:26,128,3,-124
14:29:26,120,14,-137
14:29:26,110,13,-132
14:29:26,109,10,-135
14:29:26,114,5,-127
14:29:26,124,3,-117
14:29:26,121,-4,-134
14:29:26,128,-20,-124
14:29:26,134,-23,-121
14:29:26,137,-15,-120
14:29:26,133,-4,-130
14:29:26,120,0,-140
14:29:27,115,8,-139
14:29:27,110,14,-130
14:29:27,116,19,-115
14:29:27,112,15,-143
14:29:27,113,-2,-129
14:29:27,122,-12,-122
14:29:27,132,-17,-114
14:29:27,138,-16,-123
14:29:27,132,-16,-131
14:29:27,127,-11,-130
14:29:27,124,1,-131
14:29:27,124,12,-133
14:29:27,111,22,-141
14:29:27,106,10,-122
14:29:27,112,3,-133
14:29:27,119,2,-118
14:29:27,130,-6,-120
14:29:27,126,-12,-134
14:29:27,132,-25,-130
14:29:27,134,-22,-128
14:29:28,134,-8,-121
14:29:28,124,3,-134
14:29:28,115,6,-139
14:29:28,109,10,-142
14:29:28,111,13,-119
14:29:28,113,13,-119
14:29:28,113,6,-129
14:29:28,120,-13,-122
14:29:28,130,-23,-116
14:29:28,140,-19,-112
14:29:28,134,-13,-134
14:29:28,127,-9,-129
14:29:28,123,-5,-138
14:29:28,120,9,-113
14:29:28,117,21,-131
14:29:28,109,19,-139
14:29:28,107,5,-129
14:29:28,114,-3,-109
14:29:28,126,-7,-111
14:29:29,128,-10,-127
14:29:29,129,-18,-125
14:29:29,133,-23,-130
14:29:29,134,-12,-117
14:29:29,127,5,-136
14:29:29,120,13,-138
14:29:29,110,9,-152
14:29:29,110,11,-124
14:29:29,117,12,-121
14:29:29,119,6,-129
14:29:29,117,-4,-131
14:29:29,128,-19,-125
14:29:29,134,-23,-113
14:29:29,138,-15,-120
14:29:29,131,-8,-129
14:29:29,123,-5,-142
14:29:29,116,3,-131
14:29:29,116,14,-133
14:29:29,113,21,-128
14:29:29,108,14,-133
14:29:30,114,-2,-124
14:29:30,121,-10,-116
14:29:30,132,-13,-110
14:29:30,133,-15,-124
14:29:30,133,-20,-131
14:29:30,127,-16,-122
14:29:30,126,-2,-123
14:29:30,125,13,-131
14:29:30,115,18,-149
14:29:30,110,10,-137
14:29:30,111,7,-133
14:29:30,121,3,-124
14:29:30,125,-4,-131
14:29:30,123,-10,-129
14:29:30,129,-24,-130
14:29:30,135,-23,-120
14:29:30,135,-11,-121
14:29:30,126,-1,-131
14:29:30,117,2,-140
14:29:30,109,12,-139
14:29:31,112,14,-123
14:29:31,113,15,-134
14:29:31,112,9,-131
14:29:31,118,-10,-123
14:29:31,128,-20,-112
14:29:31,138,-17,-114
14:29:31,135,-15,-133
14:29:31,129,-13,-128
14:29:31,125,-7,-136
14:29:31,120,7,-124
14:29:31,118,19,-133
14:29:31,110,20,-143
14:29:31,107,8,-131
14:29:31,114,1,-122
14:29:31,124,-4,-116
14:29:31,129,-10,-123
14:29:31,127,-18,-135
14:29:31,134,-25,-128
14:29:31,132,-15,-119
14:29:31,132,0,-127
14:29:32,120,7,-139
14:29:32,112,9,-138
14:29:32,111,14,-131
14:29:32,113,13,-130
14:29:32,116,11,-127
14:29:32,115,-3,-142
14:29:32,124,-19,-125
14:29:32,132,-20,-115
14:29:32,139,-14,-120
14:29:32,131,-10,-131
14:29:32,124,-8,-135
14:29:32,121,1,-132
14:29:32,117,15,-128
14:29:32,113,21,-141
14:29:32,107,13,-144
14:29:32,110,-1,-126
14:29:32,120,-5,-113
14:29:32,130,-8,-119
14:29:32,128,-13,-127
14:29:33,132,-23,-130
14:29:33,130,-19,-125
14:29:33,134,-6,-119
14:29:33,126,7,-135
14:29:33,115,9,-134
14:29:33,110,10,-143
14:29:33,112,13,-128
14:29:33,117,13,-126
14:29:33,115,5,-134
14:29:33,121,-14,-135
14:29:33,131,-23,-123
14:29:33,140,-19,-116
14:29:33,134,-13,-129
